某500强上市公司,63
腾讯,22
华为,20
某大型互联网公司,17
某大型互联网金融公司,12
软通动力,11
法本,10
华为技术有限公司,9
百度,9
中软国际,9
阿里巴巴集团,9
某知名互联网公司,8
字节跳动,8
SHEIN,8
某企业服务公司,8
某大型知名互联网公司,8
某知名汽车生产公司,7
某知名交通公司,7
今日头条,7
博彦科技,7
